source,company,adress,tel,url,data,NG,架電日①,先方担当者,ステータス,感触・NEXTアクション,重複判定（0以外は架電不可）
ハロワ,株式会社東陽運輸 東京支店,千葉県,047-312-7380,,坂口和伸,,,,,,0
ハロワ,株式会社レオパレス２１ あずみ苑 高塚新田,千葉県,047-312-8021,,代表取締役：深山 英世,,,,,,0
ハロワ,医療法人社団千葉光徳会 介護老人保健施設あきやまの郷,千葉県,047-312-8121,,理事長 徳田 哲,,,,,,0
マイナビ19,株式会社ラクシー,千葉県,047-312-8888,http://www.ruxy.co.jp/,,,,,,,0
マイナビ19,株式会社いきいき舎,千葉県,047-312-9050,http://www.ikiikisya.com/,,,,,,,0
ハロワ,株式会社 いきいき舎,千葉県,047-312-9050,,代表取締役 松井秀文,,,,,,0
エン・ジャパン,一般財団法人市川市福祉公社,千葉県,047-313-4070,,,,,,,,0
ハロワ,一般財団法人 市川市福祉公社,千葉県,047-313-4074,,理事長 大西 純子,,,,,,0
ハロワ,株式会社 東光シーズガーデン,千葉県,047-314-1212,,代表取締役 中野正三,,,,,,0
ハロワ,土地家屋調査士 わたなべ総合事務所,千葉県,047-314-1490,,代表 渡邊 那津実,,,,,,0
ハロワ,デイリースタッフ株式会社 市川営業所,千葉県,047-314-1581,,横塚 元樹,,,,,,0
ハロワ,株式会社 東洋,千葉県,047-314-1744,,代表取締役社長 糸日谷 英之,,,,,,0
ハロワ,合同会社 寿楽,千葉県,047-315-1261,,山田昌俊,,,,,,0
ハロワ,一般社団法人 ウェルフェア,千葉県,047-315-3862,,代表理事 吉田 真一,,,,,,0
ハロワ,ドゥベスト 株式会社 東京支店,千葉県,047-316-0500,,代表取締役 中島 照統,,,,,,0
ハロワ,社会福祉法人 市川レンコンの会,千葉県,047-316-1213,,理事長 田村 幸枝,,,,,,0
ハロワ,税理士法人桜頼パートナーズ会計 氏原事務所,千葉県,047-316-1521,,氏原 崇,,,,,,0
ハロワ,Ｈａｔｈｏｒ 代表 木村麻美,千葉県,047-316-2458,,代表 木村麻美,,,,,,0
-,株式会社アールアンドアール,千葉県,047-316-4688,,,,,,,,0
ハロワ,オーケー 株式会社 新浦安店,千葉県,047-316-5391,,センター長 川端 康仁,,,,,,0
ハロワ,株式会社ファルコン 日本料理 飛鳥,千葉県,047-316-5661,,代表取締役 近藤 朱美,,,,,,0
ハロワ,東京設備工業 株式会社,千葉県,047-316-6000,,代表取締役 萩原 衛,,,,,,0
ハロワ,株式会社 ＥＸＴＥＣ,千葉県,047-317-1429,,代表取締役 金子 裕,,,,,,0
ハロワ,有限会社 かりん,千葉県,047-318-0070,,取締役 吉江 智子,,,,,,0
ハロワ,学校法人 千葉明徳学園 明徳本八幡駅保育園,千葉県,047-318-0111,,丸山 敦子,,,,,,0
ハロワ,特別養護老人ホーム わとなーる浦安,千葉県,047-318-2750,,坂本 弘子,,,,,,0
ハロワ,株式会社 ＡＦＢ,千葉県,047-318-2996,,代表取締役 渡邊 裕之,,,,,,0
ハロワ,ＯＢＭ株式会社,千葉県,047-318-6910,,代表取締役 大嶋 秀之,,,,,,0
ハロワ,有限会社 慶田産業,千葉県,047-318-8175,,代表取締役 慶田盛 譲司,,,,,,0
エン・ジャパン,有限会社フジイルートサービス,千葉県,047-318-8662,,,,,,,,0
ハロワ,有限会社 フジイルートサービス,千葉県,047-318-8662,,代表取締役 藤井 貞之,,,,,,0
キャリタス19,株式会社トライアルエラー,千葉県,047-318-9647,,,,,,,,0
ハロワ,株式会社 横川,千葉県,047-318-9861,,代表取締役 横川 修一,,,,,,0
ハロワ,アイシン不動産販売 株式会社<br/>,千葉県,047-320-0302,,代表取締役 小池 真一,,,,,,0
ハロワ,医療法人社団 平静会 大村病院,千葉県,047-320-3005,,理事長 西澤弘行,,,,,,0
ハロワ,東京アサヒ高速印刷 株式会社,千葉県,047-320-3009,,代表取締役 中山 圭史,,,,,,0
ハロワ,社会福祉法人 市川市社会福祉協議会,千葉県,047-320-4001,,会長 小島 武久,,,,,,0
-,ジェーラインコーポレーション,千葉県,047-320-5051,,,,,,,,0
マイナビ転職,株式会社ジェーラインエクスプレス,千葉県,047-320-5051,,,,,,,,0
エン・ジャパン,株式会社ジェーラインコーポレーション,千葉県,047-320-5051,,,,,,,,0
ハロワ,有限会社 恵生産業,千葉県,047-320-6068,,代表取締役 菅原 友行,,,,,,0
マイナビ転職,ジェイロジスティクス株式会社,千葉県,047-320-6526,,,,,,,,0
ハロワ,ジェイロジスティクス 株式会社,千葉県,047-320-6526,,代表取締役 本瓦 豊太郎,,,,,,0
ハロワ,社会福祉法人 慶美会,千葉県,047-320-7113,,理事長 桑原 経子,,,,,,0
ハロワ,友信電気 株式会社,千葉県,047-321-1208,,,,,,,,0
ハロワ,株式会社 スリーエス 千葉営業所,千葉県,047-321-2380,,代表取締役 福田 武,,,,,,0
キャリタス19,下村特殊精工株式会社,千葉県,047-321-3821,,,,,,,,0
ハロワ,株式会社 てあて,千葉県,047-321-6211,,代表取締役 藤田 真樹,,,,,,0
ハロワ,学校法人 東京歯科大学市川総合病院,千葉県,047-322-0151,,病院長 西田 次郎,,,,,,0
ハロワ,株式会社アービックホールディングス,千葉県,047-322-1171,,代表取締役会長 加藤敏夫,,,,,,0
ハロワ,千東建設 株式会社,千葉県,047-322-3131,,田口 孝一,,,,,,0
キャリタス19,アービック,千葉県,047-322-5501,,,,,,,,0
マイナビ19,京葉プラントエンジニアリング株式会社,千葉県,047-323-2011,,,,,,,,0
ハロワ,青山エステ－ト 株式会社,千葉県,047-323-2161,,代表取締役 丸田 信雄,,,,,,0
ハロワ,医療法人社団 緑友会<br/>らいおんハートリハビリ温泉ショートステイ,千葉県,047-323-6343,,理事長 加藤 寿嘉,,,,,,0
エン・ジャパン,株式会社マルソク,千葉県,047-323-6955,,,,,,,,0
ハロワ,株式会社 シラコ 市川営業所,千葉県,047-323-7120,,代表取締役 安川 昭博,,,,,,0
ハロワ,常陸警備保障 株式会社,千葉県,047-324-5211,,代表取締役 邨田 三男,,,,,,0
ハロワ,京葉ガスカスタマーサービス株式会社,千葉県,047-324-5681,,代表取締役 吉澤 哲郎,,,,,,0
リクナビ19,株式会社Grow-S,千葉県,047-325-3041,,,,,,,,0
リクナビ19,京葉ガス株式会社,千葉県,047-325-4542,,,,,,,,0
ハロワ,医療法人社団 輝和会 三愛歯科医院,千葉県,047-325-6006,,芝田 英樹,,,,,,0
ハロワ,医療法人社団 安誠会 やすはら内科クリニック,千葉県,047-325-8882,,院長 安原 一彰,,,,,,0
ハロワ,株式会社 吉年,千葉県,047-325-9004,,代表取締役社長 八木政則,,,,,,0
ハロワ,医療法人社団 寿光会 介護老人保健施設 サンセール市川,千葉県,047-325-9367,,理事長 作田 美緒子,,,,,,0
ハロワ,千代田管財 株式会社,千葉県,047-326-0455,,代表取締役社長 今村高子,,,,,,0
ハロワ,行徳紙工 株式会社,千葉県,047-326-1345,,代表取締役 本多 一之,,,,,,0
ハロワ,株式会社 協栄 市川営業所,千葉県,047-326-4441,,代表取締役 山田 賢治,,,,,,0
マイナビ転職,株式会社国際技術コンサルタンツ,千葉県,047-326-5951,,,,,,,,0
ハロワ,株式会社 クリーンライフ,千葉県,047-326-6436,,代表取締役 長谷川 克子,,,,,,0
ハロワ,株式会社 ウィズ,千葉県,047-326-9866,,代表取締役 根本 博史,,,,,,0
キャリタス19,センコーファッション物流株式会社,千葉県,047-327-3422,,,,,,,,0
ハロワ,かもめガスネット・サービス 株式会社,千葉県,047-327-5020,,代表取締役 塚原 真,,,,,,0
ハロワ,トーレイ輸送株式会社,千葉県,047-327-6801,,大澤 剛,,,,,,0
ハロワ,ケミカルトランスポート株式会社,千葉県,047-327-7644,,代表取締役 木村 琢,,,,,,0
ハロワ,株式会社ジャパンビバレッジ東京船橋支店,千葉県,047-327-8891,,支店長 野崎 博,,,,,,0
ハロワ,ガルバテックス株式会社,千葉県,047-328-1171,,代表取締役社長 松田 明,,,,,,0
ハロワ,株式会社 淀川製鋼所市川工場,千葉県,047-328-1231,,上席執行役員工場長 中野要一郎,,,,,,0
ハロワ,株式会社 第一工業,千葉県,047-328-1589,,代表取締役 楠田 均,,,,,,0
ハロワ,株式会社 セレマ,千葉県,047-328-2551,,代表取締役 杉浦 正樹,,,,,,0
キャリタス19,高周波精密株式会社,千葉県,047-328-3201,,,,,,,,0
ハロワ,有限会社 宮崎興業,千葉県,047-328-4323,,代表取締役 宮崎 俊一,,,,,,0
ハロワ,ヒノデ第一交通株式会社,千葉県,047-328-4511,,代表取締役 田頭 寛三,,,,,,0
ハロワ,株式会社日本水泳振興会,千葉県,047-328-5018,,代表取締役社長 坂元 要,,,,,,0
ハロワ,株式会社 小島,千葉県,047-328-5481,,小島 生年,,,,,,0
ハロワ,丸山商事 株式会社,千葉県,047-328-5511,,代表取締役 丸山 政勝,,,,,,0
ハロワ,日本ウェルデング 工業株式会社,千葉県,047-328-6559,,鹿又 吉清,,,,,,0
ハロワ,株式会社 ドゥイング,千葉県,047-328-7048,,代表取締役 倭 教之,,,,,,0
ハロワ,ヒノデ第一交通株式会社,千葉県,047-328-9451,,代表取締役 田頭 寛三,,,,,,0
エン・ジャパン,株式会社ティー・アール・エス,千葉県,047-329-0113,,,,,,,,0
ハロワ,株式会社 ティー・アール・エス 東京営業所,千葉県,047-329-0113,,代表取締役 幡 敬一,,,,,,0
ハロワ,有限会社 ドルフィン,千葉県,047-329-4455,,取締役 中村 征司,,,,,,0
ハロワ,大東建託株式会社 市川支店,千葉県,047-329-5521,,支店長 小林 久志,,,,,,0
キャリタス19,医療法人社団寿光会介護老人保健施設エスポワール市川,千葉県,047-329-6087,,,,,,,,0
ハロワ,医療法人社団寿光会 介護老人保健施設 エスポワール市川,千葉県,047-329-6087,,理事長 作田 美緒子,,,,,,0
ハロワ,太陽建機レンタル株式会社 市川支店,千葉県,047-329-7122,,代表取締役 真鍋 貢,,,,,,0
ハロワ,株式会社 第一建商,千葉県,047-329-7350,,代表取締役 楠田 均,,,,,,0
ハロワ,株式会社 バイセップス,千葉県,047-330-0180,,代表取締役 真田 幸範,,,,,,0
-,株式会社ZEPE,千葉県,047-330-3900,,マスコミ,,,,,,0
ハロワ,公益社団法人 松戸市シルバー人材センター,千葉県,047-330-5005,,,,,,,,0
ハロワ,株式会社 ケアネットワークサービス,千葉県,047-330-5500,,代表取締役：嶌本 彰,,,,,,0
ハロワ,コートク株式会社 千葉営業所,千葉県,047-330-8380,,代表取締役：福井 義廣,,,,,,0
ハロワ,金城重機 株式会社,千葉県,047-330-8711,,代表取締役 金城 勉,,,,,,0
ハロワ,有限会社 元気介護支援サービス,千葉県,047-331-5353,,代表取締役 村上美恵子,,,,,,0
ハロワ,矢切ファミリー歯科,千葉県,047-331-6480,,院長：儀本 壮太郎,,,,,,0
ハロワ,株式会社 あさひガーデン,千葉県,047-331-6541,,代表取締役 新本 ひとみ,,,,,,0
ハロワ,株式会社 起工業,千葉県,047-331-7225,,代表 須永 隆側,,,,,,0
ハロワ,株式会社 ケアネットワークサービス,千葉県,047-331-8310,,代表取締役：嶌本 彰,,,,,,0
ハロワ,社会福祉法人 若恵福祉会 ときわ保育園,千葉県,047-332-3030,,土木田 邦男,,,,,,0
マイナビ転職,株式会社クリアーテック,千葉県,047-332-3331,,,,,,,,0
ハロワ,第一セントラル設備 株式会社,千葉県,047-332-5206,,代表取締役 深山 浩一,,,,,,0
ハロワ,株式会社 市川水道センター,千葉県,047-332-8852,,代表取締役 臼倉 大介,,,,,,0
ハロワ,株式会社メイショウグループ,千葉県,047-333-3680,,代表取締役 佐藤 典明,,,,,,0
ハロワ,長浜クリニック 陣 優子,千葉県,047-333-5010,,陣 優子,,,,,,0
マイナビ19,株式会社ジーアフター,千葉県,047-333-7166,httphttp://www.g-after.co.jp/recruit/,,,,,,,0
エン・ジャパン,研修期間は月給30万円以上／各種手当充実,千葉県,047-333-7166,,,,,,,,0
マイナビ19,市川市役所,千葉県,047-334-1111,http://www.city.ichikawa.lg.jp/saiyo,,,,,,,0
マイナビ19,株式会社エポックスポーツクラブ,千葉県,047-334－2385,http://www.epoch-sportsclub.jp<br/>,,,,,,,0
-,株式会社千葉キャリ,千葉県,047-334-8634,https://www.chibacari.com/docs/company.html,人材,,,,,,0
ハロワ,とうごう矯正歯科 東郷 聡司,千葉県,047-336-0596,,院長 東郷 聡司,,,,,,0
ハロワ,社会福祉法人 慶美会,千葉県,047-337-1231,,理事長 桑原 経子,,,,,,0
リクナビ19,社会福祉法人一路会,千葉県,047-337-1333,,,,,,,,0
ハロワ,株式会社 やまぜん,千葉県,047-337-3888,,,,,,,,0
ハロワ,社会福祉法人 幸志会 特別養護老人ホーム やわらぎの郷,千葉県,047-337-6121,,施設長 細川 和子,,,,,,0
キャリタス19,株式会社八功コミュニティ建設,千葉県,047-337-6531,,,,,,,,0
ハロワ,社会福祉法人柏井福祉会 柏井保育園,千葉県,047-337-6541,,理事長 杉田 幸男,,,,,,0
ハロワ,京葉運送有限会社,千葉県,047-337-7216,,鈴木 正,,,,,,0
ハロワ,医療法人社団 うつぎ会 法典クリニック,千葉県,047-337-7896,,加地 展之,,,,,,0
ハロワ,時田コンクリート工業 株式会社,千葉県,047-337-8848,,代表取締役 時田 正義,,,,,,0
ハロワ,公益社団法人地域医療振興協会 介護老人保健施設市川ゆうゆう,千葉県,047-338-1910,,管理者兼施設長 折茂 賢一郎,,,,,,0
ハロワ,有限会社 堀込組 大野工場,千葉県,047-338-3399,,取締役 堀込 静夫,,,,,,0
-,ツチヤ自動車,千葉県,047-338-3588,,,,,,,,0
エン・ジャパン,ツチヤ自動車株式会社,千葉県,047-338-3588,,,,,,,,0
ハロワ,特定非営利活動法人實埜里 共同生活援助事業所 ＴＵＢＵの家,千葉県,047-338-6061,,理事長 渡辺 義久,,,,,,0
ハロワ,有限会社 小泉組,千葉県,047-338-6170,,代表取締役 小泉 庸子,,,,,,0
ハロワ,有限会社 武藤自動車,千葉県,047-338-7774,,代表取締役 武藤 厚,,,,,,0
ハロワ,株式会社 建和,千葉県,047-339-1850,,代表取締役 高野 和弘,,,,,,0
マイナビ19,市川市農業協同組合,千葉県,047-339-2953,http://www.ja-ichikawashi.or.jp,,,,,,,0
ハロワ,市川市農業協同組合,千葉県,047-339-2953,,代表理事副組合長 石井 暉敏,,,,,,0
エン・ジャパン,林自動車工業株式会社,千葉県,047-339-3155,,,,,,,,0
ハロワ,社会福祉法人 慶美会,千葉県,047-339-5600,,理事長 桑原 経子,,,,,,0
ハロワ,アガペ市川（株式会社アガペ）,千葉県,047-339-6201,,代表取締役社長 藤木 一行,,,,,,0
ハロワ,株式会社 弥平治,千葉県,047-339-7505,,代表取締役 松丸浩房,,,,,,0
ハロワ,医療法人社団 斎心会,千葉県,047-340-1300,,理事長 三須 一美,,,,,,0
ハロワ,株式会社 楽楽館,千葉県,047-340-2024,,代表取締役 石川敬治,,,,,,0
ハロワ,渡邊敬之税理士事務所,千葉県,047-341-0333,,所長：渡邊 敬之,,,,,,0
ハロワ,医療法人社団清志会 山本病院,千葉県,047-341-3191,,理事長 山本幸子,,,,,,0
ハロワ,医療法人社団清志会 大倉記念病院,千葉県,047-341-5711,,理事長 小西 真理,,,,,,0
ハロワ,学校法人朝日学園 明生情報ビジネス専門学校,千葉県,047-341-5888,,理事長：湯澤 大介,,,,,,0
ハロワ,有限会社 ミカタ,千葉県,047-342-0005,,,,,,,,0
ハロワ,社会福祉法人 小金原福祉会 学童,千葉県,047-342-0661,,理事長 湯浅和子,,,,,,0
ハロワ,株式会社 松本測量設計事務所,千葉県,047-342-5211,,代表取締役 松本 晃次,,,,,,0
ハロワ,アスカ測量設計 株式会社,千葉県,047-342-6302,,須藤 英夫,,,,,,0
リクナビ19,社会福祉法人彩会,千葉県,047-342-8945,,,,,,,,0
マイナビ19,太陽ハウス株式会社,千葉県,047-343-1112,http://www.taiyo-house.co.jp,,,,,,,0
ハロワ,京葉興業 株式会社,千葉県,047-343-2272,,代表取締役 石井春夫,,,,,,0
ハロワ,株式会社 デジタルクラフト,千葉県,047-343-2303,,代表取締役：安藤 浩志,,,,,,0
ハロワ,株式会社 正田企画,千葉県,047-343-5536,,代表取締役 正田 賢一,,,,,,0
Yahooファイナンス,株式会社マツモトキヨシホールディングス,千葉県,047-344-5110,,,,,,,,0
-,株式会社ヴェルトホーム,千葉県,047-344-8888,https://woman.type.jp/job-offer/321292/?archive,不動産,,,,,,0
ハロワ,株式会社 パトリオット,千葉県,047-344-9246,,,,,,,,0
ハロワ,医療法人財団明理会 新松戸中央総合病院,千葉県,047-345-1112,,病院長：松尾 亮太,,,,,,0
ハロワ,株式会社 マザーライク<br/> 〒,千葉県,047-345-2220,,代表取締役 三田 達也,,,,,,0
ハロワ,株式会社 オリンピアオート ＊,千葉県,047-345-2298,,佐久間 功,,,,,,0
キャリタス19,北千葉広域水道企業団,千葉県,047-345-3211,,,,,,,,0
ハロワ,センチュリー２１ 五大ホーム株式会社,千葉県,047-345-4311,,代表取締役：高橋 秀輔,,,,,,0
ハロワ,日本サービス 株式会社,千葉県,047-345-5665,,代表取締役 染谷 眞之,,,,,,0
ハロワ,株式会社スタッフエージェンシー本社,千葉県,047-345-7112,,代表取締役 原田広幸,,,,,,0
-,東葛ホールディングス,千葉県,047-346-1190,,,,,,,,0
キャリタス19,株式会社ホンダカーズ東葛,千葉県,047-346-1190,,,,,,,,0
Yahooファイナンス,株式会社東葛ホールディングス,千葉県,047-346-1190,,,,,,,,0
